note_id,maintenance_id,machine_id,note_datetime,note_text,intent_label,contains_safety_issue
NOTE-MT-000014,MT-000014,MCH-002,2026-05-15 18:22:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000015,MT-000015,MCH-002,2026-06-26 10:29:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000016,MT-000016,MCH-002,2026-06-25 19:17:00,Symptom: tool wear exceeded threshold; surface scratch defects increased. Action: changed tool set; adjusted feed rate and checked first article. Severity: high. Failure code: TOOLING.,maintenance_case_summary,1
NOTE-MT-000017,MT-000017,MCH-003,2025-10-05 16:09:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000018,MT-000018,MCH-003,2026-01-01 10:56:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000019,MT-000019,MCH-003,2026-03-27 13:09:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000020,MT-000020,MCH-003,2026-06-25 06:18:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000021,MT-000021,MCH-003,2025-09-08 20:14:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: medium. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000022,MT-000022,MCH-004,2025-09-13 09:32:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000023,MT-000023,MCH-004,2025-11-05 13:10:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000024,MT-000024,MCH-004,2025-12-15 14:29:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000025,MT-000025,MCH-004,2026-01-23 08:58:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000026,MT-000026,MCH-004,2026-03-09 07:55:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000027,MT-000027,MCH-004,2026-04-21 11:00:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000028,MT-000028,MCH-004,2026-06-13 11:48:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000029,MT-000029,MCH-004,2026-07-28 18:59:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000030,MT-000030,MCH-004,2026-06-14 10:36:00,Symptom: sensor reading drift and repeated false alarm during production run. Action: recalibrated sensor; replaced cable and verified signal quality. Severity: high. Failure code: SENSOR.,maintenance_case_summary,0
NOTE-MT-000031,MT-000031,MCH-005,2025-08-20 06:55:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000032,MT-000032,MCH-005,2025-10-22 10:56:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000033,MT-000033,MCH-005,2025-12-19 16:54:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000034,MT-000034,MCH-005,2026-02-10 10:18:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000035,MT-000035,MCH-005,2026-04-22 06:20:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000036,MT-000036,MCH-005,2026-06-17 15:55:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000037,MT-000037,MCH-005,2025-09-20 05:31:00,Symptom: pressure fluctuation and oil temperature exceeded warning band. Action: replaced hydraulic seal; flushed oil; pressure test completed. Severity: high. Failure code: HYDRAULIC.,maintenance_case_summary,0
NOTE-MT-000038,MT-000038,MCH-005,2026-04-04 21:31:00,Symptom: sensor reading drift and repeated false alarm during production run. Action: recalibrated sensor; replaced cable and verified signal quality. Severity: high. Failure code: SENSOR.,maintenance_case_summary,0
NOTE-MT-000039,MT-000039,MCH-005,2026-07-20 20:21:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: high. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000040,MT-000040,MCH-006,2025-09-21 14:52:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000041,MT-000041,MCH-006,2025-11-24 06:05:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000042,MT-000042,MCH-006,2026-01-20 19:14:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000043,MT-000043,MCH-006,2026-04-01 20:17:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000044,MT-000044,MCH-006,2026-06-04 08:25:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000045,MT-000045,MCH-006,2025-10-22 14:03:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: medium. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000046,MT-000046,MCH-006,2025-11-22 22:49:00,Symptom: tool wear exceeded threshold; surface scratch defects increased. Action: changed tool set; adjusted feed rate and checked first article. Severity: medium. Failure code: TOOLING.,maintenance_case_summary,0
NOTE-MT-000047,MT-000047,MCH-007,2025-09-06 19:31:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000048,MT-000048,MCH-007,2025-10-22 09:34:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000049,MT-000049,MCH-007,2025-12-03 11:36:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000050,MT-000050,MCH-007,2026-01-09 11:13:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000051,MT-000051,MCH-007,2026-03-05 09:17:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000052,MT-000052,MCH-007,2026-04-25 11:37:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000053,MT-000053,MCH-007,2026-06-01 19:37:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000054,MT-000054,MCH-007,2026-07-26 13:42:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000055,MT-000055,MCH-007,2026-06-02 21:51:00,Symptom: tool wear exceeded threshold; surface scratch defects increased. Action: changed tool set; adjusted feed rate and checked first article. Severity: critical. Failure code: TOOLING.,maintenance_case_summary,0
NOTE-MT-000056,MT-000056,MCH-008,2025-09-22 18:55:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000057,MT-000057,MCH-008,2025-11-29 09:55:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000058,MT-000058,MCH-008,2026-02-07 16:02:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000059,MT-000059,MCH-008,2026-04-13 07:31:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000060,MT-000060,MCH-008,2026-06-24 16:27:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000061,MT-000061,MCH-008,2025-09-07 14:44:00,Symptom: electrical cabinet alarm and servo reset during high load. Action: tightened terminals; replaced relay; reset servo drive parameters. Severity: high. Failure code: ELECTRICAL.,maintenance_case_summary,1
NOTE-MT-000062,MT-000062,MCH-008,2025-10-20 03:28:00,Symptom: electrical cabinet alarm and servo reset during high load. Action: tightened terminals; replaced relay; reset servo drive parameters. Severity: high. Failure code: ELECTRICAL.,maintenance_case_summary,0
NOTE-MT-000063,MT-000063,MCH-008,2026-05-28 21:10:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: medium. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000064,MT-000064,MCH-009,2025-10-09 14:22:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000065,MT-000065,MCH-009,2025-12-26 11:25:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000066,MT-000066,MCH-009,2026-03-03 18:08:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000067,MT-000067,MCH-009,2026-05-21 14:30:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000068,MT-000068,MCH-009,2026-07-29 12:41:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000069,MT-000069,MCH-009,2025-09-28 21:20:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: critical. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000070,MT-000070,MCH-009,2025-09-29 02:49:00,Symptom: sensor reading drift and repeated false alarm during production run. Action: recalibrated sensor; replaced cable and verified signal quality. Severity: high. Failure code: SENSOR.,maintenance_case_summary,0
NOTE-MT-000071,MT-000071,MCH-009,2026-05-30 21:45:00,Symptom: electrical cabinet alarm and servo reset during high load. Action: tightened terminals; replaced relay; reset servo drive parameters. Severity: medium. Failure code: ELECTRICAL.,maintenance_case_summary,0
NOTE-MT-000072,MT-000072,MCH-010,2025-09-09 10:56:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000073,MT-000073,MCH-010,2025-11-30 12:15:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000074,MT-000074,MCH-010,2026-02-15 14:35:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000075,MT-000075,MCH-010,2026-05-06 06:16:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000076,MT-000076,MCH-010,2026-07-12 14:43:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000077,MT-000077,MCH-010,2025-09-17 22:01:00,Symptom: sensor reading drift and repeated false alarm during production run. Action: recalibrated sensor; replaced cable and verified signal quality. Severity: medium. Failure code: SENSOR.,maintenance_case_summary,0
NOTE-MT-000078,MT-000078,MCH-010,2026-06-03 03:47:00,Symptom: sensor reading drift and repeated false alarm during production run. Action: recalibrated sensor; replaced cable and verified signal quality. Severity: medium. Failure code: SENSOR.,maintenance_case_summary,0
NOTE-MT-000079,MT-000079,MCH-011,2025-09-24 09:42:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000080,MT-000080,MCH-011,2025-12-04 15:24:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000081,MT-000081,MCH-011,2026-02-04 14:35:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000082,MT-000082,MCH-011,2026-04-04 06:54:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000083,MT-000083,MCH-011,2026-06-10 06:49:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000084,MT-000084,MCH-011,2026-02-10 18:07:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: critical. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000085,MT-000085,MCH-012,2025-10-03 07:34:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000086,MT-000086,MCH-012,2025-12-10 08:42:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000087,MT-000087,MCH-012,2026-03-02 15:26:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000088,MT-000088,MCH-012,2026-05-25 17:09:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000089,MT-000089,MCH-012,2025-12-08 15:33:00,Symptom: tool wear exceeded threshold; surface scratch defects increased. Action: changed tool set; adjusted feed rate and checked first article. Severity: medium. Failure code: TOOLING.,maintenance_case_summary,0
NOTE-MT-000090,MT-000090,MCH-012,2026-01-10 14:29:00,Symptom: tool wear exceeded threshold; surface scratch defects increased. Action: changed tool set; adjusted feed rate and checked first article. Severity: critical. Failure code: TOOLING.,maintenance_case_summary,1
NOTE-MT-000091,MT-000091,MCH-012,2026-04-07 07:57:00,Symptom: electrical cabinet alarm and servo reset during high load. Action: tightened terminals; replaced relay; reset servo drive parameters. Severity: medium. Failure code: ELECTRICAL.,maintenance_case_summary,0
NOTE-MT-000092,MT-000092,MCH-013,2025-08-23 12:25:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000093,MT-000093,MCH-013,2025-11-05 16:15:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000094,MT-000094,MCH-013,2026-01-21 13:54:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000095,MT-000095,MCH-013,2026-04-01 20:05:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000096,MT-000096,MCH-013,2026-06-13 19:22:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000097,MT-000097,MCH-013,2025-12-07 22:47:00,Symptom: tool wear exceeded threshold; surface scratch defects increased. Action: changed tool set; adjusted feed rate and checked first article. Severity: medium. Failure code: TOOLING.,maintenance_case_summary,0
NOTE-MT-000098,MT-000098,MCH-013,2026-01-12 04:40:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: medium. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000099,MT-000099,MCH-013,2026-07-02 12:50:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: critical. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000100,MT-000100,MCH-013,2026-07-11 13:42:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: medium. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000101,MT-000101,MCH-014,2025-08-19 10:42:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000102,MT-000102,MCH-014,2025-10-08 07:55:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000103,MT-000103,MCH-014,2025-11-15 20:51:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000104,MT-000104,MCH-014,2026-01-04 18:47:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000105,MT-000105,MCH-014,2026-02-14 18:01:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000106,MT-000106,MCH-014,2026-03-31 17:44:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000107,MT-000107,MCH-014,2026-05-09 20:24:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000108,MT-000108,MCH-014,2026-07-03 12:30:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000109,MT-000109,MCH-014,2025-10-01 10:43:00,Symptom: electrical cabinet alarm and servo reset during high load. Action: tightened terminals; replaced relay; reset servo drive parameters. Severity: medium. Failure code: ELECTRICAL.,maintenance_case_summary,0
NOTE-MT-000110,MT-000110,MCH-014,2025-11-23 05:36:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: critical. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000111,MT-000111,MCH-014,2026-03-16 10:30:00,Symptom: motor current unstable; intermittent power loss and torque drop. Action: replaced motor controller; tested current load profile. Severity: medium. Failure code: MOTOR.,maintenance_case_summary,0
NOTE-MT-000112,MT-000112,MCH-015,2025-08-13 13:46:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000113,MT-000113,MCH-015,2025-11-05 17:30:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000114,MT-000114,MCH-015,2026-01-31 08:58:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000115,MT-000115,MCH-015,2026-04-16 06:26:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000116,MT-000116,MCH-015,2026-07-04 12:25:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000117,MT-000117,MCH-015,2025-10-09 09:30:00,Symptom: sensor reading drift and repeated false alarm during production run. Action: recalibrated sensor; replaced cable and verified signal quality. Severity: high. Failure code: SENSOR.,maintenance_case_summary,1
NOTE-MT-000118,MT-000118,MCH-015,2026-06-10 20:32:00,Symptom: abnormal vibration and rising temperature before automatic stop. Action: replaced bearing; realigned shaft; verified vibration baseline. Severity: medium. Failure code: BEARING.,maintenance_case_summary,0
NOTE-MT-000119,MT-000119,MCH-016,2025-09-04 17:50:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000120,MT-000120,MCH-016,2025-10-21 07:12:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
NOTE-MT-000121,MT-000121,MCH-016,2025-11-29 17:52:00,Symptom: scheduled preventive maintenance; inspection and calibration. Action: lubricated moving parts; checked sensors; verified safety interlock. Severity: low. Failure code: PM.,maintenance_case_summary,0
